,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,113,5,32,12,51,1,15,0,7,39,15,15,6,1,3,0,4,4,20,3,2,13,3,1,1,5,0,2,3,0,2,0,2,25,0,0,2,3,3,0,21,51,1,1
palitravideo,5,22,1,1,4,2,6,1,6,2,0,1,0,0,1,6,3,1,2,3,3,3,1,2,2,0,0,5,1,0,0,0,3,1,2,0,3,1,0,0,2,2,0,0
mpn,32,1,32,2,13,0,0,0,1,19,9,8,1,0,0,0,1,0,1,1,0,2,1,0,0,2,0,0,0,0,1,0,1,19,0,0,0,0,0,0,16,25,0,1
ghn,12,1,2,51,13,1,10,6,16,18,0,4,6,4,15,2,10,7,9,6,2,5,4,11,1,6,1,3,11,0,3,0,4,8,0,1,1,12,12,2,12,11,1,0
rustavi2,51,4,13,13,69,0,14,1,13,20,6,11,4,2,3,3,5,5,11,8,2,7,1,0,1,5,0,6,4,0,3,0,1,14,0,2,0,4,3,0,15,23,0,1
bpn,1,2,0,1,0,21,7,0,3,4,0,0,0,1,2,0,1,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,1
ipn,15,6,0,10,14,7,52,3,12,14,0,3,4,3,8,1,12,4,12,6,1,6,1,5,1,2,0,4,6,0,2,0,1,3,0,0,0,9,3,2,8,6,0,2
publika,0,1,0,6,1,0,3,17,1,1,0,0,0,2,7,4,8,0,2,6,0,0,0,11,0,2,0,1,3,0,1,0,0,0,0,0,0,9,3,0,4,0,0,0
palitranews,7,6,1,16,13,3,12,1,53,7,0,2,3,4,9,1,8,6,3,4,0,6,6,4,0,4,1,7,9,0,1,0,2,1,0,3,3,8,3,0,8,3,2,0
1tv,39,2,19,18,20,4,14,1,7,66,2,11,7,1,6,2,4,1,14,3,1,6,2,3,1,6,0,1,6,0,1,0,1,14,0,0,0,6,2,0,20,28,1,3
postv,15,0,9,0,6,0,0,0,0,2,17,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,2,12,0,2
tiflisnews,15,1,8,4,11,0,3,0,2,11,0,20,0,0,1,1,1,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,11,12,0,0
sova,6,0,1,6,4,0,4,0,3,7,1,0,37,3,3,1,2,3,5,0,0,0,2,1,0,3,0,1,7,0,1,0,0,1,1,1,0,3,1,0,3,1,2,4
netgazeti,1,0,0,4,2,1,3,2,4,1,0,0,3,15,3,1,5,6,4,2,0,1,3,3,0,3,0,2,5,0,1,1,0,1,0,1,0,7,1,2,4,1,0,0
mtavari,3,1,0,15,3,2,8,7,9,6,0,1,3,3,45,8,21,5,5,8,1,3,3,14,0,7,1,3,9,0,1,1,1,0,0,2,0,11,8,0,11,2,0,0
