,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,118,1,16,14,40,3,18,4,5,27,9,12,3,4,4,4,5,15,6,7,1,15,3,3,0,2,0,3,4,8,0,0,2,16,0,0,1,7,11,0,16,66,2,0
palitravideo,1,17,0,2,1,1,1,2,6,0,0,0,2,3,1,13,8,2,1,6,0,1,2,5,2,2,0,2,3,0,0,2,0,1,3,0,2,3,2,0,2,0,0,0
mpn,16,0,15,1,5,0,0,0,0,1,6,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,16,0,0
ghn,14,2,1,40,10,0,5,2,10,9,1,8,0,2,6,4,8,10,3,2,0,4,2,3,1,1,0,2,4,7,1,0,0,5,0,0,1,7,11,0,9,11,0,0
rustavi2,40,1,5,10,65,1,5,1,7,13,5,7,3,2,4,4,7,9,4,6,2,12,3,2,0,0,0,6,2,4,1,0,1,8,0,0,1,3,5,0,15,25,2,0
bpn,3,1,0,0,1,13,1,0,4,1,0,0,0,2,1,2,2,1,4,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0,1,0,1,2,2,0,0,0,0,0
ipn,18,1,0,5,5,1,43,1,6,5,0,8,0,1,3,5,10,3,7,1,1,4,0,4,0,1,0,3,1,8,1,0,0,6,1,0,0,4,4,0,9,13,0,0
publika,4,2,0,2,1,0,1,16,3,0,0,1,1,6,7,3,5,6,3,5,0,1,0,10,0,1,1,0,8,4,0,0,0,1,0,0,0,7,4,0,2,1,0,0
palitranews,5,6,0,10,7,4,6,3,58,3,0,1,6,4,3,7,12,13,2,7,1,5,3,6,2,6,0,5,6,3,0,1,2,1,1,0,2,4,9,0,5,2,1,0
1tv,27,0,1,9,13,1,5,0,3,61,1,18,1,2,3,3,2,6,3,5,1,4,2,0,0,3,0,1,2,5,0,0,0,1,1,0,1,2,10,0,9,17,1,0
postv,9,0,6,1,5,0,0,0,0,1,10,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,0,0
tiflisnews,12,0,1,8,7,0,8,1,1,18,1,37,0,0,1,7,0,1,1,4,0,8,0,2,0,1,0,0,0,2,2,0,0,1,0,0,0,1,3,0,4,15,0,0
sova,3,2,0,0,3,0,0,1,6,1,0,0,38,3,2,0,7,4,2,1,2,0,2,4,1,1,1,2,6,2,0,1,0,0,0,0,0,2,1,0,2,0,2,0
netgazeti,4,3,0,2,2,2,1,6,4,2,0,0,3,15,4,2,7,3,3,2,1,1,1,7,1,2,0,2,7,4,0,1,0,0,1,0,2,4,3,0,1,1,1,0
mtavari,4,1,0,6,4,1,3,7,3,3,0,1,2,4,34,5,20,8,5,11,0,2,1,12,1,5,1,1,7,3,0,0,0,2,0,0,0,10,4,0,5,2,0,0
metronome-mix,4,13,1,4,4,2,5,3,7,3,1,7,0,2,5,50,9,4,7,13,1,3,1,4,0,1,0,4,2,2,2,0,0,3,3,0,1,2,3,0,7,7,0,0
tvpirveli,5,8,0,8,7,2,10,5,12,2,1,0,7,7,20,9,56,9,13,16,1,3,4,13,3,4,2,3,8,4,0,2,0,8,1,1,0,10,13,0,11,7,1,0
on,15,2,1,10,9,1,3,6,13,6,1,1,4,3,8,4,9,35,9,7,1,3,1,7,2,3,1,3,7,8,3,0,1,2,0,0,0,7,5,0,6,7,1,0
bm,6,1,0,3,4,4,7,3,2,3,0,1,2,3,5,7,13,9,57,7,3,3,1,5,0,0,0,0,5,5,3,0,0,7,0,2,0,5,7,1,4,8,0,0
alia,7,6,1,2,6,1,1,5,7,5,0,4,1,2,11,13,16,7,7,40,0,3,1,6,0,2,2,0,4,4,3,0,0,3,0,1,1,5,5,0,4,3,0,0
primetime,1,0,0,0,2,0,1,0,1,1,0,0,2,1,0,1,1,1,3,0,10,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
gttv,15,1,1,4,12,0,4,1,5,4,1,8,0,1,2,3,3,3,3,3,4,27,0,1,0,1,0,2,1,2,0,0,1,4,0,0,1,3,4,0,4,8,0,0
euronewsgeorgia,3,2,0,2,3,1,0,0,3,2,0,0,2,1,1,1,4,1,1,1,0,0,11,2,1,2,0,0,1,1,1,1,0,0,0,1,0,3,1,0,0,2,0,0
formula,3,5,0,3,2,2,4,10,6,0,0,2,4,7,12,4,13,7,5,6,0,1,2,22,1,4,1,2,7,5,0,1,0,2,1,0,0,11,5,0,2,0,0,0
ambebi,0,2,0,1,0,0,0,0,2,0,0,0,1,1,1,0,3,2,0,0,1,0,1,1,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
metronome,2,2,0,1,0,0,1,1,6,3,0,1,1,2,5,1,4,3,0,2,0,1,2,4,1,12,0,0,2,2,0,1,0,0,0,0,0,3,2,0,0,1,0,0
jamnews,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,3,2,0,2,6,1,3,0,5,1,0,0,2,2,1,4,3,3,0,0,1,2,0,2,0,0,0,10,1,0,0,0,0,0,1,0,0,1,1,0,4,1,1,0
radiotavisupleba,4,3,0,4,2,0,1,8,6,2,0,0,6,7,7,2,8,7,5,4,1,1,1,7,1,2,0,1,21,4,0,1,0,1,0,1,0,5,4,0,3,1,1,0
tabula,8,0,0,7,4,1,8,4,3,5,0,2,2,4,3,2,4,8,5,4,0,2,1,5,0,2,0,0,4,24,1,0,0,2,0,0,1,7,5,0,3,6,0,0
sputnik,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,2,0,3,3,3,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0
