,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,168,5,36,22,62,4,19,5,15,74,32,24,8,6,9,4,12,7,12,5,4,11,4,3,4,4,1,2,9,7,4,0,4,44,0,1,1,8,0,0,37,0,0,0
palitravideo,5,27,0,8,6,6,4,3,6,5,3,3,1,4,6,6,10,3,4,9,0,2,1,3,3,0,0,2,3,3,1,0,0,5,3,0,2,4,0,0,3,0,0,0
mpn,36,0,36,3,14,0,1,0,1,15,12,9,1,0,1,1,1,1,1,1,2,5,1,1,0,0,0,0,0,0,0,0,1,15,0,0,0,2,0,0,13,0,0,0
ghn,22,8,3,59,11,2,12,7,11,20,2,8,3,9,19,6,29,5,12,15,0,5,2,12,3,2,0,0,11,8,1,2,2,13,1,1,1,11,4,1,24,0,0,0
rustavi2,62,6,14,11,84,3,5,5,11,38,17,13,4,6,8,7,5,6,9,5,2,9,3,5,4,2,1,1,4,4,2,1,2,19,1,1,0,3,1,1,30,0,0,0
bpn,4,6,0,2,3,28,4,0,6,3,0,3,1,1,3,3,6,1,13,2,0,1,0,0,2,0,0,4,1,1,0,0,0,2,0,0,2,3,1,1,3,0,0,0
ipn,19,4,1,12,5,4,47,2,16,14,1,5,3,1,4,3,10,3,7,5,1,2,3,2,4,1,0,3,3,4,0,0,1,7,1,0,2,5,4,1,11,0,0,0
publika,5,3,0,7,5,0,2,20,6,2,1,1,1,8,11,2,9,8,7,5,0,1,3,9,2,3,0,0,7,6,3,3,1,2,1,1,0,6,1,0,8,0,0,0
palitranews,15,6,1,11,11,6,16,6,53,13,1,7,6,9,12,6,16,6,10,7,2,4,4,7,9,2,1,4,9,6,2,1,0,2,2,1,2,9,1,0,9,0,0,0
1tv,74,5,15,20,38,3,14,2,13,106,12,25,4,7,6,4,6,5,10,6,3,9,5,5,4,0,0,0,6,3,1,0,3,14,0,1,1,5,0,0,25,0,0,0
postv,32,3,12,2,17,0,1,1,1,12,31,5,0,0,0,0,1,2,2,2,0,5,2,0,2,0,0,0,1,0,0,0,1,16,0,0,0,1,0,0,13,0,0,0
tiflisnews,24,3,9,8,13,3,5,1,7,25,5,41,1,4,6,1,4,1,3,5,2,4,2,3,2,0,0,1,1,2,1,0,3,5,0,0,0,4,0,0,12,0,0,0
sova,8,1,1,3,4,1,3,1,6,4,0,1,44,2,4,4,5,4,1,1,1,2,1,2,2,1,0,0,1,6,1,1,0,3,0,2,0,4,0,0,3,0,0,0
netgazeti,6,4,0,9,6,1,1,8,9,7,0,4,2,21,12,3,9,3,10,7,0,1,3,6,1,2,0,0,10,3,2,0,0,1,1,0,0,7,0,1,7,0,0,0
mtavari,9,6,1,19,8,3,4,11,12,6,0,6,4,12,58,18,25,7,16,24,1,1,6,13,3,6,0,1,10,8,1,1,0,4,1,1,2,11,2,0,10,0,0,0
metronome-mix,4,6,1,6,7,3,3,2,6,4,0,1,4,3,18,49,9,1,9,11,2,1,1,4,3,1,0,3,3,3,0,3,1,0,3,0,1,5,0,0,6,0,0,0
tvpirveli,12,10,1,29,5,6,10,9,16,6,1,4,5,9,25,9,71,8,14,29,1,2,3,12,5,4,0,1,11,11,1,3,3,9,1,1,1,19,6,1,18,0,0,0
on,7,3,1,5,6,1,3,8,6,5,2,1,4,3,7,1,8,18,6,4,0,1,2,7,2,2,0,0,4,5,2,2,1,4,0,1,1,5,0,0,4,0,0,0
bm,12,4,1,12,9,13,7,7,10,10,2,3,1,10,16,9,14,6,58,10,1,6,3,6,2,2,0,1,6,7,6,1,0,8,1,0,0,9,5,3,10,0,0,0
alia,5,9,1,15,5,2,5,5,7,6,2,5,1,7,24,11,29,4,10,54,5,6,3,9,2,1,0,0,8,5,3,0,1,3,2,0,1,11,3,2,13,0,0,0
primetime,4,0,2,0,2,0,1,0,2,3,0,2,1,0,1,2,1,0,1,5,9,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0
gttv,11,2,5,5,9,1,2,1,4,9,5,4,2,1,1,1,2,1,6,6,3,22,1,1,2,0,0,1,2,2,2,0,0,4,2,0,1,3,2,2,11,0,0,0
euronewsgeorgia,4,1,1,2,3,0,3,3,4,5,2,2,1,3,6,1,3,2,3,3,0,1,14,2,1,1,0,1,1,2,0,0,0,1,1,0,0,1,0,0,4,0,0,0
formula,3,3,1,12,5,0,2,9,7,5,0,3,2,6,13,4,12,7,6,9,0,1,2,21,2,3,0,0,9,7,2,2,1,2,1,1,0,10,1,0,7,0,0,0
ambebi,4,3,0,3,4,2,4,2,9,4,2,2,2,1,3,3,5,2,2,2,0,2,1,2,14,0,0,2,2,1,1,0,0,3,1,0,2,1,1,0,3,0,0,0
metronome,4,0,0,2,2,0,1,3,2,0,0,0,1,2,6,1,4,2,2,1,0,0,1,3,0,8,1,0,1,2,0,1,1,1,0,0,0,3,0,0,2,0,0,0
jamnews,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,2,2,0,0,1,4,3,0,4,0,0,1,0,0,1,3,1,0,1,0,0,1,1,0,2,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
radiotavisupleba,9,3,0,11,4,1,3,7,9,6,1,1,1,10,10,3,11,4,6,8,0,2,1,9,2,1,0,0,29,5,2,1,0,1,1,1,0,11,0,0,7,0,0,0
tabula,7,3,0,8,4,1,4,6,6,3,0,2,6,3,8,3,11,5,7,5,1,2,2,7,1,2,0,0,5,23,2,2,0,3,0,1,0,4,3,1,6,0,0,0
sputnik,4,1,0,1,2,0,0,3,2,1,0,1,1,2,1,0,1,2,6,3,0,2,0,2,1,0,0,0,2,2,11,1,0,2,0,0,0,2,0,0,1,0,0,0
batumelebi,0,0,0,2,1,0,0,3,1,0,0,0,1,0,1,3,3,2,1,0,0,0,0,2,0,1,0,0,1,2,1,8,1,1,0,1,0,3,0,0,3,0,0,0
paraleli,4,0,1,2,2,0,1,1,0,3,1,3,0,0,0,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,9,1,0,0,0,1,0,0,2,0,0,0
newspress,44,5,15,13,19,2,7,2,2,14,16,5,3,1,4,0,9,4,8,3,1,4,1,2,3,1,0,0,1,3,2,1,1,58,0,1,0,5,5,2,18,0,0,0
newsline,0,3,0,1,1,0,1,1,2,0,0,0,0,1,1,3,1,0,1,2,0,2,1,1,1,0,0,1,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0
civil,1,0,0,1,1,0,0,1,1,1,0,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,4,0,1,0,0,0,0,0,0
allnews,1,2,0,1,0,2,2,0,2,1,0,0,0,0,2,1,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,1,0,0,0
accentnews,8,4,2,11,3,3,5,6,9,5,1,4,4,7,11,5,19,5,9,11,0,3,1,10,1,3,0,0,11,4,2,3,1,5,1,1,0,34,3,2,9,0,0,0
timer,0,0,0,4,1,1,4,1,1,0,0,0,0,0,2,0,6,0,5,3,0,2,0,1,1,0,0,0,0,3,0,0,0,5,0,0,1,3,9,2,7,0,0,0
itv,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,3,2,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,2,3,2,0,0,0
frontnews2,37,3,13,24,30,3,11,8,9,25,13,12,3,7,10,6,18,4,10,13,2,11,4,7,3,2,0,1,7,6,1,3,2,18,0,0,1,9,7,2,69,0,0,0
reportiori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amerikiskhma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
