,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
sova,1,0,0,5,0,2,0,4,2,2,0,1,39,1,2,0,2,4,3,1,1,0,2,4,1,1,1,1,6,3,0,1,0,0,1,1,0,3,0,0,0,1,0,0
netgazeti,0,0,0,6,0,1,1,3,3,1,0,2,1,15,2,1,4,6,4,2,1,1,1,4,0,1,1,0,7,3,1,1,0,1,0,1,0,2,0,2,1,0,2,0
mtavari,2,4,1,21,3,2,13,5,9,5,1,1,2,2,57,7,22,14,4,7,0,3,2,9,3,8,0,3,11,8,3,1,0,1,1,1,0,16,5,0,8,1,2,1
metronome-mix,1,10,1,3,3,1,3,2,6,1,0,6,0,1,7,41,8,5,4,10,1,1,0,2,1,0,0,3,1,3,1,0,0,0,2,0,0,5,1,0,2,2,0,0
tvpirveli,2,8,1,15,5,2,21,5,14,1,0,5,2,4,22,8,77,19,5,17,1,3,3,12,2,5,2,5,6,8,3,3,1,1,2,0,1,14,5,2,8,0,3,1
on,1,8,1,20,5,0,9,12,12,3,0,3,4,6,14,5,19,54,4,7,1,2,3,13,3,5,1,3,7,10,0,2,2,0,0,1,2,10,0,0,3,0,2,0
bm,10,0,1,9,4,10,8,5,3,5,0,7,3,4,4,4,5,4,55,3,1,6,2,5,0,0,1,1,2,6,3,2,0,5,0,1,1,5,0,3,6,1,0,0
alia,3,2,0,5,4,1,3,4,9,0,0,1,1,2,7,10,17,7,3,43,0,6,1,2,0,2,0,1,3,7,1,2,3,1,3,0,1,6,1,2,7,4,0,1
primetime,2,1,0,3,7,0,0,0,1,1,1,5,1,1,0,1,1,1,1,0,12,1,1,0,0,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,3,0,0
gttv,10,2,5,3,6,4,5,2,10,8,1,4,0,1,3,1,3,2,6,6,1,25,1,1,0,2,0,1,0,2,1,1,1,2,1,1,2,3,2,2,10,5,0,0
euronewsgeorgia,1,1,0,1,3,0,2,1,4,2,0,2,2,1,2,0,3,3,2,1,1,1,14,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,1,0
formula,1,2,2,9,0,0,4,10,7,1,0,2,4,4,9,2,12,13,5,2,0,1,1,28,2,3,1,2,4,11,1,2,0,1,1,1,0,5,0,0,0,1,1,0
ambebi,1,2,0,3,0,0,8,0,4,2,0,1,1,0,3,1,2,3,0,0,0,0,0,2,13,1,0,2,1,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0
metronome,2,1,1,5,1,0,2,2,5,3,0,1,1,1,8,0,5,5,0,2,1,2,0,3,1,17,0,1,4,2,1,2,0,0,1,0,2,2,2,0,2,1,0,0
jamnews,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kvirispalitra,2,5,2,3,1,1,6,1,6,2,0,1,1,0,3,3,5,3,1,1,1,1,0,2,2,1,0,22,1,5,2,1,0,1,2,0,1,2,1,0,1,1,0,0
radiotavisupleba,1,0,0,8,1,0,3,3,2,2,0,0,6,7,11,1,6,7,2,3,0,0,0,4,1,4,1,1,32,5,1,0,0,0,0,2,0,10,1,0,1,1,0,0
tabula,7,1,1,13,5,3,4,3,3,6,0,1,3,3,8,3,8,10,6,7,1,2,2,11,2,2,0,5,5,41,4,2,0,4,0,1,0,11,0,2,3,4,0,0
sputnik,3,0,2,4,4,1,2,0,3,4,0,1,0,1,3,1,3,0,3,1,2,1,0,1,0,1,0,2,1,4,17,0,0,1,0,0,0,2,2,0,2,3,0,0
batumelebi,0,0,0,1,0,1,2,1,1,0,0,0,1,1,1,0,3,2,2,2,0,1,1,2,0,2,0,1,0,2,0,6,0,1,1,0,0,2,0,2,2,0,0,0
paraleli,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0
newspress,20,0,6,3,10,4,5,0,2,8,8,0,0,1,1,0,1,0,5,1,0,2,0,1,0,0,0,1,0,4,1,1,0,25,0,1,0,2,0,2,7,17,0,2
newsline,1,5,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,0,0,3,1,1,0,1,0,1,0,2,0,0,0,1,1,0,10,0,1,1,0,0,1,0,0,0
civil,1,0,0,0,0,1,1,1,2,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1,0,4,0,2,0,0,0,0,0,0
allnews,3,1,0,1,0,1,2,0,3,0,0,1,0,0,0,0,1,2,1,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0,1,0,0
accentnews,3,3,0,8,2,3,7,6,9,2,0,1,3,2,16,5,14,10,5,6,0,3,3,5,2,2,0,2,10,11,2,2,0,2,1,2,0,35,0,2,3,1,0,1
timer,4,0,0,6,3,0,4,0,3,6,0,1,0,0,5,1,5,0,0,1,0,2,0,0,1,2,0,1,1,0,2,0,0,0,0,0,1,0,14,0,5,4,0,0
itv,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,2,0,3,2,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,4,2,0,0,0
frontnews2,16,0,12,14,24,2,10,1,5,16,5,9,0,1,8,2,8,3,6,7,0,10,0,0,1,2,0,1,1,3,2,2,1,7,1,0,0,3,5,2,54,10,0,0
reportiori,65,1,17,8,23,0,7,0,6,22,12,10,1,0,1,2,0,0,1,4,3,5,0,1,0,1,0,1,1,4,3,0,0,17,0,0,1,1,4,0,10,74,0,0
amerikiskhma,0,0,0,2,0,0,1,1,1,1,0,0,0,2,2,0,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
agenda,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,12
