,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,130,2,18,10,42,2,13,0,11,28,11,12,1,0,2,1,2,1,10,3,2,10,1,1,1,2,0,2,1,7,3,0,0,20,1,1,3,3,4,0,16,65,0,2
palitravideo,2,32,0,3,1,2,9,2,7,3,1,4,0,0,4,10,8,8,0,2,1,2,1,2,2,1,0,5,0,1,0,0,1,0,5,0,1,3,0,0,0,1,0,0
mpn,18,0,27,7,12,0,2,2,3,13,6,6,0,0,1,1,1,1,1,0,0,5,0,2,0,1,0,2,0,1,2,0,0,6,0,0,0,0,0,0,12,17,0,0
ghn,10,3,7,69,15,0,13,8,13,12,2,10,5,6,21,3,15,20,9,5,3,3,1,9,3,5,2,3,8,13,4,1,0,3,0,0,1,8,6,1,14,8,2,0
rustavi2,42,1,12,15,79,0,8,1,5,21,10,20,0,0,3,3,5,5,4,4,7,6,3,0,0,1,0,1,1,5,4,0,3,10,1,0,0,2,3,0,24,23,0,1
bpn,2,2,0,0,0,16,2,0,3,3,0,0,2,1,2,1,2,0,10,1,0,4,0,0,0,0,0,1,0,3,1,1,0,4,0,1,1,3,0,2,2,0,0,0
ipn,13,9,2,13,8,2,65,1,17,7,1,7,0,1,13,3,21,9,8,3,0,5,2,4,8,2,0,6,3,4,2,2,0,5,0,1,2,7,4,0,10,7,1,1
publika,0,2,2,8,1,0,1,19,6,1,0,3,4,3,5,2,5,12,5,4,0,2,1,10,0,2,1,1,3,3,0,1,0,0,0,1,0,6,0,0,1,0,1,0
palitranews,11,7,3,13,5,3,17,6,67,6,1,7,2,3,9,6,14,12,3,9,1,10,4,7,4,5,0,6,2,3,3,1,1,2,0,2,3,9,3,0,5,6,1,1
1tv,28,3,13,12,21,3,7,1,6,79,3,13,2,1,5,1,1,3,5,0,1,8,2,1,2,3,0,2,2,6,4,0,0,8,0,1,0,2,6,0,16,22,1,0
postv,11,1,6,2,10,0,1,0,1,3,13,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,12,0,0
tiflisnews,12,4,6,10,20,0,7,3,7,13,1,47,1,2,1,6,5,3,7,1,5,4,2,2,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,9,10,0,0
