run1_id,run2_id,ari_score,run1_sample,run1_network_method,run1_community_method,run1_param_id,run1_n_communities,run2_sample,run2_network_method,run2_community_method,run2_param_id,run2_n_communities,same_sample,same_network_method,same_community_method,same_param_id,common_outlets,comparison_type
sample_11_cooccurrence_spectral_clustering_params_9,sample_11_dice_louvain_params_6,0.18047882136279927,sample_11,cooccurrence,spectral_clustering,params_9,3,sample_11,dice,louvain,params_6,9,True,False,False,False,49,same_sample_diff_method
sample_05_cooccurrence_walktrap_params_3,sample_06_jaccard_louvain_params_6,0.1350253807106599,sample_05,cooccurrence,walktrap,params_3,2,sample_06,jaccard,louvain,params_6,8,False,False,False,False,49,diff_method_diff_sample
sample_06_dice_spectral_clustering_params_2,sample_18_conditional_probability_louvain_params_4,0.28740240036511205,sample_06,dice,spectral_clustering,params_2,4,sample_18,conditional_probability,louvain,params_4,3,False,False,False,False,49,diff_method_diff_sample
sample_03_conditional_probability_spectral_clustering_params_2,sample_08_tfidf_similarity_walktrap_params_3,0.508568012752391,sample_03,conditional_probability,spectral_clustering,params_2,4,sample_08,tfidf_similarity,walktrap,params_3,2,False,False,False,False,49,diff_method_diff_sample
sample_05_cooccurrence_louvain_params_4,sample_06_dice_louvain_params_0,0.18631546823534365,sample_05,cooccurrence,louvain,params_4,3,sample_06,dice,louvain,params_0,5,False,False,True,False,49,diff_method_diff_sample
sample_02_cosine_spectral_clustering_params_1,sample_15_conditional_probability_leiden_params_0,-0.025510204081632654,sample_02,cosine,spectral_clustering,params_1,3,sample_15,conditional_probability,leiden,params_0,2,False,False,False,False,49,diff_method_diff_sample
sample_09_lift_spectral_clustering_params_3,sample_19_pmi_spectral_clustering_params_6,0.24916252998861263,sample_09,lift,spectral_clustering,params_3,5,sample_19,pmi,spectral_clustering,params_6,3,False,False,True,False,49,diff_method_diff_sample
sample_01_cooccurrence_spectral_clustering_params_10,sample_18_tfidf_similarity_louvain_params_4,0.4427392234790584,sample_01,cooccurrence,spectral_clustering,params_10,5,sample_18,tfidf_similarity,louvain,params_4,3,False,False,False,False,49,diff_method_diff_sample
sample_13_jaccard_threshold_components_params_3,sample_13_dice_threshold_components_params_4,0.8391489361702128,sample_13,jaccard,threshold_components,params_3,21,sample_13,dice,threshold_components,params_4,18,True,False,True,False,49,same_sample_diff_method
sample_04_dice_spectral_clustering_params_6,sample_19_dice_louvain_params_4,0.6945893759500431,sample_04,dice,spectral_clustering,params_6,3,sample_19,dice,louvain,params_4,3,False,True,False,False,49,diff_method_diff_sample
sample_15_jaccard_girvan_newman_params_0,sample_17_pmi_spectral_clustering_params_10,0.003769406554055646,sample_15,jaccard,girvan_newman,params_0,2,sample_17,pmi,spectral_clustering,params_10,5,False,False,False,False,49,diff_method_diff_sample
sample_08_tfidf_similarity_spectral_clustering_params_8,sample_10_conditional_probability_spectral_clustering_params_9,0.24369543640746216,sample_08,tfidf_similarity,spectral_clustering,params_8,8,sample_10,conditional_probability,spectral_clustering,params_9,3,False,False,True,False,49,diff_method_diff_sample
sample_12_dice_spectral_clustering_params_9,sample_14_cooccurrence_spectral_clustering_params_4,0.10534599929633538,sample_12,dice,spectral_clustering,params_9,3,sample_14,cooccurrence,spectral_clustering,params_4,6,False,False,True,False,49,diff_method_diff_sample
sample_01_pmi_spectral_clustering_params_6,sample_08_conditional_probability_walktrap_params_3,-0.07078052867048108,sample_01,pmi,spectral_clustering,params_6,3,sample_08,conditional_probability,walktrap,params_3,2,False,False,False,False,49,diff_method_diff_sample
sample_02_dice_threshold_components_params_1,sample_11_cooccurrence_louvain_params_3,0.060240963855421686,sample_02,dice,threshold_components,params_1,2,sample_11,cooccurrence,louvain,params_3,2,False,False,False,False,49,diff_method_diff_sample
sample_00_dice_walktrap_params_4,sample_05_cooccurrence_louvain_params_3,0.6332234583161653,sample_00,dice,walktrap,params_4,2,sample_05,cooccurrence,louvain,params_3,3,False,False,False,False,49,diff_method_diff_sample
sample_02_tfidf_similarity_louvain_params_5,sample_04_lift_threshold_components_params_8,0.07898308564389749,sample_02,tfidf_similarity,louvain,params_5,6,sample_04,lift,threshold_components,params_8,23,False,False,False,False,49,diff_method_diff_sample
sample_05_tfidf_similarity_louvain_params_2,sample_07_pmi_spectral_clustering_params_7,0.053485150522012366,sample_05,tfidf_similarity,louvain,params_2,9,sample_07,pmi,spectral_clustering,params_7,5,False,False,False,False,49,diff_method_diff_sample
sample_00_lift_spectral_clustering_params_8,sample_07_cosine_fast_greedy_params_0,0.2384215712622055,sample_00,lift,spectral_clustering,params_8,8,sample_07,cosine,fast_greedy,params_0,8,False,False,False,False,49,diff_method_diff_sample
sample_08_cooccurrence_fast_greedy_params_0,sample_15_tfidf_similarity_louvain_params_1,0.1875354107648725,sample_08,cooccurrence,fast_greedy,params_0,2,sample_15,tfidf_similarity,louvain,params_1,7,False,False,False,False,49,diff_method_diff_sample
sample_08_dice_threshold_components_params_3,sample_18_tfidf_similarity_louvain_params_3,-0.02437873014802576,sample_08,dice,threshold_components,params_3,13,sample_18,tfidf_similarity,louvain,params_3,3,False,False,False,True,49,diff_method_diff_sample
sample_07_correlation_spectral_clustering_params_1,sample_17_tfidf_similarity_threshold_components_params_4,-0.016934495928514808,sample_07,correlation,spectral_clustering,params_1,3,sample_17,tfidf_similarity,threshold_components,params_4,18,False,False,False,False,49,diff_method_diff_sample
sample_07_dice_spectral_clustering_params_11,sample_11_tfidf_similarity_louvain_params_5,0.41534601970262497,sample_07,dice,spectral_clustering,params_11,8,sample_11,tfidf_similarity,louvain,params_5,5,False,False,False,False,49,diff_method_diff_sample
sample_03_cooccurrence_leiden_params_0,sample_19_jaccard_leiden_params_0,0.07024694317909375,sample_03,cooccurrence,leiden,params_0,3,sample_19,jaccard,leiden,params_0,2,False,False,True,True,49,diff_method_diff_sample
sample_09_correlation_girvan_newman_params_0,sample_17_cosine_spectral_clustering_params_1,0.024178166722764502,sample_09,correlation,girvan_newman,params_0,2,sample_17,cosine,spectral_clustering,params_1,3,False,False,False,False,49,diff_method_diff_sample
sample_07_tfidf_similarity_spectral_clustering_params_0,sample_19_jaccard_louvain_params_2,0.31790472599296127,sample_07,tfidf_similarity,spectral_clustering,params_0,2,sample_19,jaccard,louvain,params_2,5,False,False,False,False,49,diff_method_diff_sample
sample_06_tfidf_similarity_spectral_clustering_params_6,sample_19_tfidf_similarity_walktrap_params_2,0.42514060936475623,sample_06,tfidf_similarity,spectral_clustering,params_6,3,sample_19,tfidf_similarity,walktrap,params_2,2,False,True,False,False,49,diff_method_diff_sample
sample_08_dice_threshold_components_params_2,sample_08_correlation_spectral_clustering_params_10,-0.00032260978410953247,sample_08,dice,threshold_components,params_2,6,sample_08,correlation,spectral_clustering,params_10,5,True,False,False,False,49,same_sample_diff_method
sample_09_cooccurrence_walktrap_params_2,sample_15_correlation_louvain_params_4,0.18015332197614992,sample_09,cooccurrence,walktrap,params_2,2,sample_15,correlation,louvain,params_4,10,False,False,False,False,49,diff_method_diff_sample
sample_17_conditional_probability_spectral_clustering_params_11,sample_19_jaccard_walktrap_params_1,0.13493846299870282,sample_17,conditional_probability,spectral_clustering,params_11,8,sample_19,jaccard,walktrap,params_1,2,False,False,False,False,49,diff_method_diff_sample
sample_13_jaccard_spectral_clustering_params_1,sample_14_conditional_probability_walktrap_params_1,0.5824981667074065,sample_13,jaccard,spectral_clustering,params_1,3,sample_14,conditional_probability,walktrap,params_1,3,False,False,False,True,49,diff_method_diff_sample
sample_06_correlation_spectral_clustering_params_1,sample_13_correlation_spectral_clustering_params_6,0.7455216016859852,sample_06,correlation,spectral_clustering,params_1,3,sample_13,correlation,spectral_clustering,params_6,3,False,True,True,False,49,same_method_diff_sample
sample_00_tfidf_similarity_threshold_components_params_2,sample_09_tfidf_similarity_threshold_components_params_2,1.0,sample_00,tfidf_similarity,threshold_components,params_2,3,sample_09,tfidf_similarity,threshold_components,params_2,3,False,True,True,True,49,same_method_diff_sample
sample_03_tfidf_similarity_fast_greedy_params_1,sample_18_pmi_spectral_clustering_params_1,-0.008838515129458251,sample_03,tfidf_similarity,fast_greedy,params_1,2,sample_18,pmi,spectral_clustering,params_1,3,False,False,False,True,49,diff_method_diff_sample
sample_04_cooccurrence_fast_greedy_params_1,sample_04_pmi_spectral_clustering_params_4,0.009293416572077185,sample_04,cooccurrence,fast_greedy,params_1,2,sample_04,pmi,spectral_clustering,params_4,6,True,False,False,False,49,same_sample_diff_method
sample_04_cooccurrence_spectral_clustering_params_5,sample_16_conditional_probability_threshold_components_params_7,0.33008264462809916,sample_04,cooccurrence,spectral_clustering,params_5,8,sample_16,conditional_probability,threshold_components,params_7,14,False,False,False,False,49,diff_method_diff_sample
sample_09_jaccard_spectral_clustering_params_5,sample_14_tfidf_similarity_louvain_params_3,0.22056970950455956,sample_09,jaccard,spectral_clustering,params_5,8,sample_14,tfidf_similarity,louvain,params_3,4,False,False,False,False,49,diff_method_diff_sample
sample_12_jaccard_girvan_newman_params_0,sample_19_conditional_probability_leiden_params_0,0.005331146196432233,sample_12,jaccard,girvan_newman,params_0,2,sample_19,conditional_probability,leiden,params_0,2,False,False,False,True,49,diff_method_diff_sample
sample_12_lift_louvain_params_4,sample_16_conditional_probability_spectral_clustering_params_0,-0.006186866592579077,sample_12,lift,louvain,params_4,6,sample_16,conditional_probability,spectral_clustering,params_0,2,False,False,False,False,49,diff_method_diff_sample
sample_03_conditional_probability_louvain_params_1,sample_11_lift_spectral_clustering_params_8,-0.022282999351321026,sample_03,conditional_probability,louvain,params_1,6,sample_11,lift,spectral_clustering,params_8,8,False,False,False,False,49,diff_method_diff_sample
sample_05_cooccurrence_walktrap_params_0,sample_18_conditional_probability_spectral_clustering_params_6,0.5080721747388414,sample_05,cooccurrence,walktrap,params_0,2,sample_18,conditional_probability,spectral_clustering,params_6,3,False,False,False,False,49,diff_method_diff_sample
sample_03_pmi_spectral_clustering_params_6,sample_18_cooccurrence_threshold_components_params_3,0.34711194411313684,sample_03,pmi,spectral_clustering,params_6,3,sample_18,cooccurrence,threshold_components,params_3,19,False,False,False,False,49,diff_method_diff_sample
sample_08_dice_spectral_clustering_params_0,sample_19_correlation_spectral_clustering_params_5,0.1409081673133303,sample_08,dice,spectral_clustering,params_0,2,sample_19,correlation,spectral_clustering,params_5,8,False,False,True,False,49,diff_method_diff_sample
sample_03_tfidf_similarity_spectral_clustering_params_10,sample_17_dice_spectral_clustering_params_8,0.0967984866551313,sample_03,tfidf_similarity,spectral_clustering,params_10,5,sample_17,dice,spectral_clustering,params_8,8,False,False,True,False,49,diff_method_diff_sample
sample_03_lift_spectral_clustering_params_3,sample_07_tfidf_similarity_walktrap_params_3,-0.0563894523326572,sample_03,lift,spectral_clustering,params_3,5,sample_07,tfidf_similarity,walktrap,params_3,5,False,False,False,True,49,diff_method_diff_sample
sample_06_conditional_probability_leiden_params_0,sample_19_dice_louvain_params_7,-0.008007890472723857,sample_06,conditional_probability,leiden,params_0,2,sample_19,dice,louvain,params_7,20,False,False,False,False,49,diff_method_diff_sample
sample_01_dice_spectral_clustering_params_6,sample_16_lift_walktrap_params_3,0.038964015585606235,sample_01,dice,spectral_clustering,params_6,3,sample_16,lift,walktrap,params_3,2,False,False,False,False,49,diff_method_diff_sample
sample_14_dice_leiden_params_0,sample_17_jaccard_spectral_clustering_params_9,-0.017006802721088437,sample_14,dice,leiden,params_0,2,sample_17,jaccard,spectral_clustering,params_9,3,False,False,False,False,49,diff_method_diff_sample
sample_06_lift_louvain_params_2,sample_14_conditional_probability_spectral_clustering_params_8,-0.011004126547455296,sample_06,lift,louvain,params_2,2,sample_14,conditional_probability,spectral_clustering,params_8,8,False,False,False,False,49,diff_method_diff_sample
sample_02_cooccurrence_louvain_params_0,sample_04_conditional_probability_walktrap_params_3,0.05536245386462178,sample_02,cooccurrence,louvain,params_0,3,sample_04,conditional_probability,walktrap,params_3,2,False,False,False,False,49,diff_method_diff_sample
sample_01_jaccard_spectral_clustering_params_10,sample_09_dice_leiden_params_0,0.029147208893200934,sample_01,jaccard,spectral_clustering,params_10,5,sample_09,dice,leiden,params_0,2,False,False,False,False,49,diff_method_diff_sample
sample_08_cooccurrence_spectral_clustering_params_4,sample_17_tfidf_similarity_louvain_params_4,0.13943838656759625,sample_08,cooccurrence,spectral_clustering,params_4,6,sample_17,tfidf_similarity,louvain,params_4,4,False,False,False,True,49,diff_method_diff_sample
sample_14_dice_spectral_clustering_params_0,sample_18_pmi_spectral_clustering_params_11,0.002533381020505484,sample_14,dice,spectral_clustering,params_0,2,sample_18,pmi,spectral_clustering,params_11,8,False,False,True,False,49,diff_method_diff_sample
sample_10_jaccard_walktrap_params_3,sample_11_dice_louvain_params_3,0.8550399201596807,sample_10,jaccard,walktrap,params_3,2,sample_11,dice,louvain,params_3,4,False,False,False,True,49,diff_method_diff_sample
sample_13_conditional_probability_spectral_clustering_params_1,sample_14_conditional_probability_walktrap_params_2,0.593235455543359,sample_13,conditional_probability,spectral_clustering,params_1,3,sample_14,conditional_probability,walktrap,params_2,2,False,True,False,False,49,diff_method_diff_sample
sample_07_correlation_spectral_clustering_params_6,sample_12_cooccurrence_leiden_params_0,0.19064710596926507,sample_07,correlation,spectral_clustering,params_6,3,sample_12,cooccurrence,leiden,params_0,2,False,False,False,False,49,diff_method_diff_sample
sample_04_jaccard_spectral_clustering_params_9,sample_10_cosine_spectral_clustering_params_10,0.38772077375946173,sample_04,jaccard,spectral_clustering,params_9,3,sample_10,cosine,spectral_clustering,params_10,5,False,False,True,False,49,diff_method_diff_sample
sample_11_tfidf_similarity_louvain_params_5,sample_17_tfidf_similarity_fast_greedy_params_0,0.6722843538921492,sample_11,tfidf_similarity,louvain,params_5,5,sample_17,tfidf_similarity,fast_greedy,params_0,4,False,True,False,False,49,diff_method_diff_sample
sample_04_dice_threshold_components_params_2,sample_11_cooccurrence_walktrap_params_0,-0.007986447241045498,sample_04,dice,threshold_components,params_2,5,sample_11,cooccurrence,walktrap,params_0,2,False,False,False,False,49,diff_method_diff_sample
sample_13_conditional_probability_walktrap_params_0,sample_14_dice_walktrap_params_4,0.6219546345561467,sample_13,conditional_probability,walktrap,params_0,3,sample_14,dice,walktrap,params_4,2,False,False,True,False,49,diff_method_diff_sample
sample_00_lift_spectral_clustering_params_1,sample_16_conditional_probability_walktrap_params_0,0.0076272591610014925,sample_00,lift,spectral_clustering,params_1,3,sample_16,conditional_probability,walktrap,params_0,2,False,False,False,False,49,diff_method_diff_sample
sample_10_lift_spectral_clustering_params_0,sample_13_cosine_spectral_clustering_params_1,-0.03399427877267918,sample_10,lift,spectral_clustering,params_0,2,sample_13,cosine,spectral_clustering,params_1,3,False,False,True,False,49,diff_method_diff_sample
sample_03_jaccard_walktrap_params_1,sample_17_jaccard_fast_greedy_params_1,0.055620230241883326,sample_03,jaccard,walktrap,params_1,2,sample_17,jaccard,fast_greedy,params_1,3,False,True,False,True,49,diff_method_diff_sample
sample_12_jaccard_threshold_components_params_0,sample_15_cosine_spectral_clustering_params_10,-0.004195927741707522,sample_12,jaccard,threshold_components,params_0,2,sample_15,cosine,spectral_clustering,params_10,5,False,False,False,False,49,diff_method_diff_sample
sample_04_conditional_probability_spectral_clustering_params_11,sample_11_pmi_spectral_clustering_params_11,-0.019194756554307114,sample_04,conditional_probability,spectral_clustering,params_11,8,sample_11,pmi,spectral_clustering,params_11,8,False,False,True,True,49,diff_method_diff_sample
sample_05_correlation_spectral_clustering_params_4,sample_16_dice_spectral_clustering_params_6,0.40690616102259647,sample_05,correlation,spectral_clustering,params_4,6,sample_16,dice,spectral_clustering,params_6,3,False,False,True,False,49,diff_method_diff_sample
sample_04_lift_threshold_components_params_8,sample_17_tfidf_similarity_spectral_clustering_params_5,-0.04263795486486172,sample_04,lift,threshold_components,params_8,23,sample_17,tfidf_similarity,spectral_clustering,params_5,8,False,False,False,False,49,diff_method_diff_sample
sample_00_conditional_probability_threshold_components_params_7,sample_07_cooccurrence_spectral_clustering_params_7,0.5258652772608857,sample_00,conditional_probability,threshold_components,params_7,14,sample_07,cooccurrence,spectral_clustering,params_7,5,False,False,False,True,49,diff_method_diff_sample
sample_08_correlation_spectral_clustering_params_6,sample_12_pmi_spectral_clustering_params_4,-0.040110379060635006,sample_08,correlation,spectral_clustering,params_6,3,sample_12,pmi,spectral_clustering,params_4,6,False,False,True,False,49,diff_method_diff_sample
sample_05_dice_louvain_params_1,sample_15_pmi_spectral_clustering_params_5,-0.09445609405555687,sample_05,dice,louvain,params_1,7,sample_15,pmi,spectral_clustering,params_5,8,False,False,False,False,49,diff_method_diff_sample
sample_04_pmi_spectral_clustering_params_6,sample_15_conditional_probability_walktrap_params_0,-0.08617683686176837,sample_04,pmi,spectral_clustering,params_6,3,sample_15,conditional_probability,walktrap,params_0,3,False,False,False,False,49,diff_method_diff_sample
sample_05_dice_louvain_params_4,sample_18_jaccard_fast_greedy_params_1,0.12078475179780772,sample_05,dice,louvain,params_4,3,sample_18,jaccard,fast_greedy,params_1,2,False,False,False,False,49,diff_method_diff_sample
sample_04_tfidf_similarity_louvain_params_3,sample_12_tfidf_similarity_spectral_clustering_params_7,0.4105263157894737,sample_04,tfidf_similarity,louvain,params_3,3,sample_12,tfidf_similarity,spectral_clustering,params_7,5,False,True,False,False,49,diff_method_diff_sample
sample_07_dice_walktrap_params_0,sample_14_cooccurrence_walktrap_params_0,1.0,sample_07,dice,walktrap,params_0,2,sample_14,cooccurrence,walktrap,params_0,2,False,False,True,True,49,diff_method_diff_sample
sample_06_dice_threshold_components_params_3,sample_12_pmi_spectral_clustering_params_4,0.1576981629960418,sample_06,dice,threshold_components,params_3,15,sample_12,pmi,spectral_clustering,params_4,6,False,False,False,False,49,diff_method_diff_sample
sample_11_cooccurrence_louvain_params_1,sample_12_lift_spectral_clustering_params_3,-0.10424414695795,sample_11,cooccurrence,louvain,params_1,4,sample_12,lift,spectral_clustering,params_3,5,False,False,False,False,49,diff_method_diff_sample
sample_09_cooccurrence_fast_greedy_params_1,sample_16_dice_walktrap_params_0,-0.004168113928447377,sample_09,cooccurrence,fast_greedy,params_1,2,sample_16,dice,walktrap,params_0,3,False,False,False,False,49,diff_method_diff_sample
sample_08_jaccard_spectral_clustering_params_3,sample_12_lift_spectral_clustering_params_4,0.19578210057482204,sample_08,jaccard,spectral_clustering,params_3,5,sample_12,lift,spectral_clustering,params_4,6,False,False,True,False,49,diff_method_diff_sample
sample_06_dice_walktrap_params_4,sample_10_dice_girvan_newman_params_0,-0.028069180606747946,sample_06,dice,walktrap,params_4,2,sample_10,dice,girvan_newman,params_0,2,False,True,False,False,49,diff_method_diff_sample
sample_08_cooccurrence_threshold_components_params_1,sample_08_conditional_probability_threshold_components_params_7,0.007840701129934017,sample_08,cooccurrence,threshold_components,params_1,4,sample_08,conditional_probability,threshold_components,params_7,15,True,False,True,False,49,same_sample_diff_method
sample_06_correlation_louvain_params_3,sample_11_conditional_probability_spectral_clustering_params_10,0.020829639958169412,sample_06,correlation,louvain,params_3,3,sample_11,conditional_probability,spectral_clustering,params_10,5,False,False,False,False,49,diff_method_diff_sample
sample_03_conditional_probability_louvain_params_6,sample_05_cooccurrence_spectral_clustering_params_11,0.280225988700565,sample_03,conditional_probability,louvain,params_6,12,sample_05,cooccurrence,spectral_clustering,params_11,8,False,False,False,False,49,diff_method_diff_sample
sample_01_pmi_spectral_clustering_params_6,sample_17_cooccurrence_spectral_clustering_params_9,-0.016414591502435877,sample_01,pmi,spectral_clustering,params_6,3,sample_17,cooccurrence,spectral_clustering,params_9,3,False,False,True,False,49,diff_method_diff_sample
sample_18_conditional_probability_walktrap_params_4,sample_19_correlation_spectral_clustering_params_3,0.13766488202807006,sample_18,conditional_probability,walktrap,params_4,2,sample_19,correlation,spectral_clustering,params_3,5,False,False,False,False,49,diff_method_diff_sample
sample_03_cosine_spectral_clustering_params_5,sample_11_jaccard_spectral_clustering_params_2,0.16722096956031568,sample_03,cosine,spectral_clustering,params_5,8,sample_11,jaccard,spectral_clustering,params_2,4,False,False,True,False,49,diff_method_diff_sample
sample_15_tfidf_similarity_spectral_clustering_params_2,sample_16_jaccard_louvain_params_2,0.19979364204009747,sample_15,tfidf_similarity,spectral_clustering,params_2,4,sample_16,jaccard,louvain,params_2,7,False,False,False,True,49,diff_method_diff_sample
sample_13_jaccard_walktrap_params_4,sample_18_conditional_probability_girvan_newman_params_0,-0.026867275658248254,sample_13,jaccard,walktrap,params_4,2,sample_18,conditional_probability,girvan_newman,params_0,2,False,False,False,False,49,diff_method_diff_sample
sample_05_jaccard_spectral_clustering_params_9,sample_08_conditional_probability_louvain_params_7,0.11150750361175811,sample_05,jaccard,spectral_clustering,params_9,3,sample_08,conditional_probability,louvain,params_7,19,False,False,False,False,49,diff_method_diff_sample
sample_00_cooccurrence_walktrap_params_2,sample_19_pmi_spectral_clustering_params_3,-0.04438399559259004,sample_00,cooccurrence,walktrap,params_2,2,sample_19,pmi,spectral_clustering,params_3,5,False,False,False,False,49,diff_method_diff_sample
sample_02_tfidf_similarity_threshold_components_params_3,sample_11_cosine_spectral_clustering_params_8,0.02473175965665236,sample_02,tfidf_similarity,threshold_components,params_3,9,sample_11,cosine,spectral_clustering,params_8,8,False,False,False,False,49,diff_method_diff_sample
sample_14_dice_walktrap_params_3,sample_18_tfidf_similarity_louvain_params_2,0.32406359979889393,sample_14,dice,walktrap,params_3,2,sample_18,tfidf_similarity,louvain,params_2,9,False,False,False,False,49,diff_method_diff_sample
sample_15_dice_louvain_params_5,sample_19_conditional_probability_spectral_clustering_params_1,0.2848387585928023,sample_15,dice,louvain,params_5,6,sample_19,conditional_probability,spectral_clustering,params_1,3,False,False,False,False,49,diff_method_diff_sample
sample_10_cosine_spectral_clustering_params_4,sample_13_dice_louvain_params_2,0.17364652852660314,sample_10,cosine,spectral_clustering,params_4,6,sample_13,dice,louvain,params_2,9,False,False,False,False,49,diff_method_diff_sample
sample_09_jaccard_spectral_clustering_params_10,sample_10_cooccurrence_threshold_components_params_4,0.23225104862513593,sample_09,jaccard,spectral_clustering,params_10,5,sample_10,cooccurrence,threshold_components,params_4,22,False,False,False,False,49,diff_method_diff_sample
sample_03_tfidf_similarity_spectral_clustering_params_7,sample_13_jaccard_spectral_clustering_params_0,0.20929714288608517,sample_03,tfidf_similarity,spectral_clustering,params_7,5,sample_13,jaccard,spectral_clustering,params_0,2,False,False,True,False,49,diff_method_diff_sample
sample_09_cooccurrence_threshold_components_params_4,sample_10_pmi_spectral_clustering_params_2,0.07786653975592345,sample_09,cooccurrence,threshold_components,params_4,23,sample_10,pmi,spectral_clustering,params_2,4,False,False,False,False,49,diff_method_diff_sample
sample_01_conditional_probability_girvan_newman_params_0,sample_08_conditional_probability_spectral_clustering_params_4,0.0045537944602869335,sample_01,conditional_probability,girvan_newman,params_0,2,sample_08,conditional_probability,spectral_clustering,params_4,6,False,True,False,False,49,diff_method_diff_sample
sample_08_dice_fast_greedy_params_0,sample_14_conditional_probability_walktrap_params_5,0.4753888627028483,sample_08,dice,fast_greedy,params_0,3,sample_14,conditional_probability,walktrap,params_5,2,False,False,False,False,49,diff_method_diff_sample
sample_05_dice_threshold_components_params_3,sample_05_conditional_probability_spectral_clustering_params_2,-0.04413500118008024,sample_05,dice,threshold_components,params_3,14,sample_05,conditional_probability,spectral_clustering,params_2,4,True,False,False,False,49,same_sample_diff_method
sample_00_dice_louvain_params_7,sample_19_cooccurrence_girvan_newman_params_0,3.850448577259251e-05,sample_00,dice,louvain,params_7,21,sample_19,cooccurrence,girvan_newman,params_0,2,False,False,False,False,49,diff_method_diff_sample
sample_11_jaccard_spectral_clustering_params_2,sample_13_conditional_probability_walktrap_params_1,0.3148027555951606,sample_11,jaccard,spectral_clustering,params_2,4,sample_13,conditional_probability,walktrap,params_1,2,False,False,False,False,49,diff_method_diff_sample
sample_09_lift_louvain_params_2,sample_17_pmi_spectral_clustering_params_8,-0.02947048198497956,sample_09,lift,louvain,params_2,2,sample_17,pmi,spectral_clustering,params_8,8,False,False,False,False,49,diff_method_diff_sample
sample_02_jaccard_spectral_clustering_params_2,sample_04_jaccard_walktrap_params_3,-0.10477453580901856,sample_02,jaccard,spectral_clustering,params_2,4,sample_04,jaccard,walktrap,params_3,2,False,True,False,False,49,diff_method_diff_sample
sample_13_pmi_spectral_clustering_params_2,sample_14_jaccard_threshold_components_params_2,0.3063063063063063,sample_13,pmi,spectral_clustering,params_2,4,sample_14,jaccard,threshold_components,params_2,14,False,False,False,True,49,diff_method_diff_sample
sample_03_lift_fast_greedy_params_0,sample_06_conditional_probability_louvain_params_2,0.0098474988335257,sample_03,lift,fast_greedy,params_0,9,sample_06,conditional_probability,louvain,params_2,9,False,False,False,False,49,diff_method_diff_sample
sample_12_dice_threshold_components_params_2,sample_14_conditional_probability_threshold_components_params_6,0.3210657465976615,sample_12,dice,threshold_components,params_2,5,sample_14,conditional_probability,threshold_components,params_6,7,False,False,True,False,49,diff_method_diff_sample
sample_00_dice_spectral_clustering_params_4,sample_15_tfidf_similarity_spectral_clustering_params_11,0.4040792196275495,sample_00,dice,spectral_clustering,params_4,6,sample_15,tfidf_similarity,spectral_clustering,params_11,8,False,False,True,False,49,diff_method_diff_sample
sample_04_conditional_probability_walktrap_params_4,sample_11_dice_walktrap_params_1,0.4925141790256103,sample_04,conditional_probability,walktrap,params_4,2,sample_11,dice,walktrap,params_1,2,False,False,True,False,49,diff_method_diff_sample
sample_01_tfidf_similarity_spectral_clustering_params_0,sample_15_cooccurrence_girvan_newman_params_0,-0.026867275658248254,sample_01,tfidf_similarity,spectral_clustering,params_0,2,sample_15,cooccurrence,girvan_newman,params_0,2,False,False,False,True,49,diff_method_diff_sample
sample_06_dice_walktrap_params_0,sample_06_correlation_spectral_clustering_params_0,0.2930177226001281,sample_06,dice,walktrap,params_0,4,sample_06,correlation,spectral_clustering,params_0,2,True,False,False,True,49,same_sample_diff_method
sample_08_tfidf_similarity_spectral_clustering_params_6,sample_13_conditional_probability_louvain_params_0,0.25333333333333335,sample_08,tfidf_similarity,spectral_clustering,params_6,3,sample_13,conditional_probability,louvain,params_0,8,False,False,False,False,49,diff_method_diff_sample
sample_09_jaccard_spectral_clustering_params_4,sample_18_conditional_probability_louvain_params_5,0.09694605651222529,sample_09,jaccard,spectral_clustering,params_4,6,sample_18,conditional_probability,louvain,params_5,6,False,False,False,False,49,diff_method_diff_sample
sample_02_tfidf_similarity_leiden_params_0,sample_13_jaccard_louvain_params_5,-0.006592058868618734,sample_02,tfidf_similarity,leiden,params_0,2,sample_13,jaccard,louvain,params_5,6,False,False,False,False,49,diff_method_diff_sample
sample_00_cosine_spectral_clustering_params_5,sample_15_lift_spectral_clustering_params_10,0.058346017250126836,sample_00,cosine,spectral_clustering,params_5,8,sample_15,lift,spectral_clustering,params_10,5,False,False,True,False,49,diff_method_diff_sample
sample_03_cooccurrence_spectral_clustering_params_7,sample_14_dice_spectral_clustering_params_8,0.2779769678261902,sample_03,cooccurrence,spectral_clustering,params_7,5,sample_14,dice,spectral_clustering,params_8,8,False,False,True,False,49,diff_method_diff_sample
sample_07_jaccard_spectral_clustering_params_1,sample_19_cosine_girvan_newman_params_0,0.05102040816326531,sample_07,jaccard,spectral_clustering,params_1,3,sample_19,cosine,girvan_newman,params_0,2,False,False,False,False,49,diff_method_diff_sample
sample_01_correlation_spectral_clustering_params_6,sample_08_cooccurrence_spectral_clustering_params_11,0.2151093439363817,sample_01,correlation,spectral_clustering,params_6,3,sample_08,cooccurrence,spectral_clustering,params_11,8,False,False,True,False,49,diff_method_diff_sample
sample_17_cooccurrence_leiden_params_0,sample_17_conditional_probability_walktrap_params_5,0.129328966622535,sample_17,cooccurrence,leiden,params_0,2,sample_17,conditional_probability,walktrap,params_5,2,True,False,False,False,49,same_sample_diff_method
